Exchange Date,Close,Net
2023-08-21,999.26,-5.06000000000006
2023-08-18,1004.32,-10.3599999999999
2023-08-17,1014.68,-1.55000000000007
2023-08-16,1016.23,-3.75999999999999
2023-08-15,1019.99,-4.93000000000006
2023-08-14,1024.92,-12.4299999999998
2023-08-11,1037.35,-10.6700000000001
2023-08-10,1048.02,1.21000000000004
2023-08-09,1046.81,4.48000000000002
2023-08-08,1042.33,-12.6500000000001
2023-08-07,1054.98,-0.740000000000009
2023-08-04,1055.72,4.87000000000012
2023-08-03,1050.85,-5.00999999999999
2023-08-02,1055.86,-22.72
2023-08-01,1078.58,-5.82000000000016
2023-07-31,1084.4,4.11000000000013
2023-07-28,1080.29,8.81999999999994
2023-07-27,1071.47,4.56999999999994
2023-07-26,1066.9,1.51999999999998
2023-07-25,1065.38,21.2800000000002
2023-07-24,1044.1,-3.45000000000005
2023-07-21,1047.55,-3.70000000000005
2023-07-20,1051.25,-1.06999999999994
2023-07-19,1052.32,-3.31000000000017
2023-07-18,1055.63,-6.23999999999978
2023-07-17,1061.87,-0.420000000000073
2023-07-14,1062.29,6.74000000000001
2023-07-13,1055.55,15.03
2023-07-12,1040.52,11.1199999999999
2023-07-11,1029.4,12.1300000000001
2023-07-10,1017.27,1.18999999999994
2023-07-07,1016.08,-3.59999999999991
2023-07-06,1019.68,-18.8200000000001
2023-07-05,1038.5,-7.44000000000005
2023-07-04,1045.94,2.85000000000014
2023-07-03,1043.09,15.3499999999999
2023-06-30,1027.74,3.19000000000005
2023-06-29,1024.55,-4.25999999999999
2023-06-28,1028.81,-1.25999999999999
2023-06-27,1030.07,6.12999999999988
2023-06-26,1023.94,-3.33999999999992
2023-06-23,1027.28,-9.21000000000004
2023-06-22,1036.49,-4.34999999999991
2023-06-21,1040.84,-7.88000000000011
2023-06-20,1048.72,-11.8199999999999
2023-06-19,1060.54,-5.19000000000005
2023-06-16,1065.73,5.75999999999999
2023-06-15,1059.97,10.76
2023-06-14,1049.21,3.5
2023-06-13,1045.71,9.27999999999997
2023-06-12,1036.43,1.57000000000016
2023-06-09,1034.86,6.61999999999989
2023-06-08,1028.24,-1.49000000000001
2023-06-07,1029.73,9.05000000000007
2023-06-06,1020.68,2.12
2023-06-05,1018.56,3.1099999999999
2023-06-02,1015.45,23.5500000000001
2023-06-01,991.9,3.75999999999999
2023-05-31,988.14,-12.01
2023-05-30,1000.15,-2.88
2023-05-29,1003.03,-1.27999999999997
2023-05-26,1004.31,8.05999999999995
2023-05-25,996.25,-7.16999999999996
2023-05-24,1003.42,-7.5
2023-05-23,1010.92,-6.28000000000009
2023-05-22,1017.2,5.53000000000009
2023-05-19,1011.67,-3.70000000000005
2023-05-18,1015.37,1.71000000000004
2023-05-17,1013.66,-6.20000000000005
2023-05-16,1019.86,1.77999999999997
2023-05-15,1018.08,5.78000000000009
2023-05-12,1012.3,-4.43000000000006
2023-05-11,1016.73,-2.5
2023-05-10,1019.23,-2.02999999999997
2023-05-09,1021.26,-8.98000000000002
2023-05-08,1030.24,8.58000000000004
2023-05-05,1021.66,5.62
2023-05-04,1016.04,6.63999999999999
2023-05-03,1009.4,-3.37
2023-05-02,1012.77,-3.47000000000003
2023-05-01,1016.24,-0.340000000000032
2023-04-28,1016.58,4.96000000000004
2023-04-27,1011.62,4.23000000000002
2023-04-26,1007.39,3.86000000000001
2023-04-25,1003.53,-12.1
2023-04-24,1015.63,-1.61000000000001
2023-04-21,1017.24,-8.81999999999994
2023-04-20,1026.06,-0.3900000000001
2023-04-19,1026.45,-11.0699999999999
2023-04-18,1037.52,-3.49000000000001
2023-04-17,1041.01,4.17000000000007
2023-04-14,1036.84,3.0
2023-04-13,1033.84,2.80999999999995
2023-04-12,1031.03,-2.97000000000003
2023-04-11,1034.0,7.68000000000006
2023-04-10,1026.32,0.6099999999999
2023-04-07,1025.71,0.319999999999936
2023-04-06,1025.39,-0.579999999999927
2023-04-05,1025.97,-0.910000000000082
2023-04-04,1026.88,-1.66999999999985
2023-04-03,1028.55,0.519999999999982
2023-03-31,1028.03,3.03999999999996
2023-03-30,1024.99,4.64999999999998
2023-03-29,1020.34,10.5300000000001
2023-03-28,1009.81,7.01999999999998
2023-03-27,1002.79,-9.35000000000002
2023-03-24,1012.14,-4.08000000000004
2023-03-23,1016.22,15.1600000000001
2023-03-22,1001.06,9.44999999999993
2023-03-21,991.61,11.25
2023-03-20,980.36,-8.75
2023-03-17,989.11,9.50999999999999
2023-03-16,979.6,-5.63999999999999
2023-03-15,985.24,-0.0199999999999818
2023-03-14,985.26,-15.47
2023-03-13,1000.73,3.88
2023-03-10,996.85,-13.9499999999999
2023-03-09,1010.8,-10.1800000000001
2023-03-08,1020.98,-8.50999999999999
2023-03-07,1029.49,-5.0
2023-03-06,1034.49,3.48000000000002
2023-03-03,1031.01,8.26999999999998
2023-03-02,1022.74,-5.95000000000005
2023-03-01,1028.69,24.5200000000001
2023-02-28,1004.17,-4.60000000000002
2023-02-27,1008.77,-2.96000000000004
2023-02-24,1011.73,-17.03
2023-02-23,1028.76,4.79999999999995
2023-02-22,1023.96,-12.0
2023-02-21,1035.96,-10.78
2023-02-20,1046.74,5.42000000000007
2023-02-17,1041.32,-10.3700000000001
2023-02-16,1051.69,4.94000000000005
2023-02-15,1046.75,-8.90000000000009
2023-02-14,1055.65,-0.269999999999982
2023-02-13,1055.92,2.20000000000005
2023-02-10,1053.72,-11.4100000000001
2023-02-09,1065.13,4.15000000000009
2023-02-08,1060.98,4.93000000000006
2023-02-07,1056.05,0.669999999999845
2023-02-06,1055.38,-22.75
2023-02-03,1078.13,-8.06999999999994
2023-02-02,1086.2,0.910000000000082
2023-02-01,1085.29,10.8
2023-01-31,1074.49,-10.99
2023-01-30,1085.48,-5.75999999999999
2023-01-27,1091.24,-2.58999999999992
2023-01-26,1093.83,10.6999999999998
2023-01-25,1083.13,-0.409999999999854
2023-01-24,1083.54,0.519999999999982
2023-01-23,1083.02,2.44000000000005
2023-01-20,1080.58,8.66999999999985
2023-01-19,1071.91,-4.16999999999985
2023-01-18,1076.08,4.99000000000001
2023-01-17,1071.09,-2.47000000000003
2023-01-16,1073.56,-1.25999999999999
2023-01-13,1074.82,11.71
2023-01-12,1063.11,1.59999999999991
2023-01-11,1061.51,3.91000000000008
2023-01-10,1057.6,1.18999999999983
2023-01-09,1056.41,23.4100000000001
